text,labels
The company says its policies expressly bar discrimination and promote diversity.,no-bias
The bill originally passed the House and Senate without a single “no” vote.,no-bias
"Michael Richard Pence, a former governor and congressman from Indiana, was sworn in minutes before as vice president by Justice Clarence Thomas.",no-bias
"Boehner, meanwhile, told lawmakers earlier Thursday not to make plans for Christmas, signaling that there may not realistically be a final deal until the very end of the month.",no-bias
"""I will put everything I've got into this and so will Joe [Biden].",no-bias
"When Cantor lost his seat in a shock result Tuesday, conservatives in the House were not prepared to unite behind a standard-bearer, much less wage an organized effort to whip up votes in support of a candidate for majority leader.",no-bias
"Hillary and Bill Clinton earned roughly $141 million and paid nearly $44 million in federal income taxes from 2007 to 2014, according to tax returns released Friday.",no-bias
"At the time that he stopped me, I was a federal prosecutor. I wasn't a kid,"" he said.",no-bias
"Mr. Steele’s comments prompted William Kristol, editor of the Weekly Standard and a leading voice of conservative support for the war in Afghanistan, to call for Mr. Steele’s resignation as party leader.",no-bias
The party gave Mr. Schiff a more formal nod of confidence this week as well.,no-bias
"Several GOP senators called on him to step aside if the allegations are true – and at least one senator, Arizona’s John McCain, said he should drop out regardless.",no-bias
"With elections just over a month away, many lawmakers were reluctant to oppose a measure backed by 9/11 families who say they are still seeking justice 15 years after the attacks that killed nearly 3,000 people.",no-bias
"“They turned Medicare into a piggy bank to finance ObamaCare,” Ryan said.",contains-bias
He chuckled and smirked through many of Ryan's responses.,contains-bias
"“I feel responsible for the nearly 70,000 people who work for the State Department,” Mrs. Clinton told the Senate Foreign Relations Committee in the morning.",no-bias
"""Then in the next breath, you say, well, now these (local) supervisors have too much discretion.""",no-bias
He told him to “man up” and make a decision so that the case will not be further delayed.,no-bias
"Mr. Cooper distanced himself, as well.",contains-bias
"Ms. Harris, in addition to calling for the report to be released “immediately,” called on Mr. Barr to “publicly testify under oath about the investigation and its findings.”",no-bias
“He should pay for it. He’s got the money.”,no-bias
"Some lawmakers have grown anxious about the shutdown’s impact on their constituents, including federal workers who are not receiving pay while their agencies are denied funding.",no-bias
"Mr. Fox’s successor, Felipe Calderón, expressed similar concerns about the wall this month.",no-bias
"WASHINGTON -- The U.S. Attorney’s office in New Jersey has subpoenaed documents from the reelection campaign of New Jersey Gov. Chris Christie (R) and the New Jersey Republican State Committee, as part of its investigation into the ""Bridgegate"" scandal.",contains-bias
"""I would say that there is a 2 in 3 chance that we win control of the House again.",no-bias
But he said he wants changes made so it more closely mirrors a 1993 federal law.,no-bias
He says whatever comes into his head at the moment.,contains-bias
The campaign has already chosen in the last several weeks to move off its core message about jobs and the economy.,no-bias
That is on top of projections that currently are in the range of 2 percent to 3 percent.,no-bias
"""Patrick has a long list of accomplishments while serving as Deputy, & previously Boeing. ",no-bias
"For weeks, Republicans led by Senator Mitch McConnell of Kentucky urged Mr. Trump not to declare a national emergency, but the president opted to go ahead anyway to find a way out of the political corner he had put himself in with the failed effort to force Congress to finance the wall.",contains-bias
"The president reportedly told the Democrats in a meeting that Republicans need to take action on immigration in order to keep the volatile issue from hurting their chances with Latino voters, as it appears to have done in 2012, when GOP presidential candidate Mitt Romney did extremely poorly with the increasingly important voting bloc.",no-bias
"Trump said that if the current fight over budget issues forces a shutdown, ""I think the president will be blamed.""",no-bias
"The companies that participate knowingly in the program are Microsoft, Yahoo, Google, Facebook, PalTalk, AOL, Skype, YouTube and Apple, the Washington Post reports.",no-bias
"Family members of the victims of the terrorist attacks have pushed for such a measure for years, and they have pressured members of Congress to move ahead with the legislation in the days leading up to the 15th anniversary of the attacks.",no-bias
"Christie has maintained that he had no involvement in, or knowledge of, the plan.",no-bias
He faces up to 48 years in prison.,no-bias
"When asked if he would seek those protections, the governor said that he would not.",no-bias
"While many have speculated that the White House offered to appoint Mr. Sestak as secretary of the Navy, Mr. Bauer said that was never the case.",no-bias
"It simply mirrors federal law that President Bill Clinton signed in 1993.""",contains-bias
“We have watched one party refuse to hold hearings based the politics of the president and his potential nominees.,no-bias
Clinton said any deal should include the scuttled Trade Adjustment Assistance program to help retrain workers.,no-bias
Trump responded to Cruz's allegations in a statement on Friday afternoon:,no-bias
"WASHINGTON - Representative Paul D. Ryan’s budget blueprint assumes the same amount of Medicare savings as President Obama’s health care law, even though Mitt Romney and Mr. Ryan have said those cuts would be devastating to millions of older Americans on Medicare",no-bias
"“Alongside that, Sen. Grassley’s one of only two working family farmers in the United States Senate, where he brings Iowa common sense to work for ag, anti-trust, transportation, environmental, energy, trade, health care, communications, national security, and tax policy that works for all of America,” the aide said.",contains-bias
"The company Mr. Grimm formed to operate it was called Granny Sayz, L.L.C., and was affiliated with a company connected to Mr. Biton, the fund-raiser.",no-bias
"""But here in this small town called Hope, I was raised to believe where a person started didn't mean that is where he had to stop.",no-bias
"Without naming names, Mrs. Clinton sought to distinguish herself from Mr. Sanders and Ms. Warren, as well as from fervent supporters of the deal like some of the Republicans running for president.",no-bias
Police have arrested a suspect in connection with at least a dozen packages containing likely pipe bombs mailed in the past week to people critical of President Donald Trump.,no-bias
“We’ve done it in the past. We will do it again by making that differentiation.”,no-bias
"This triggered a fiery response from Fox, also on Twitter, as he called on Trump to apologize and ""stop lying.""",no-bias
"Under the GOP bill, minors who apply for asylum would face much stiffer consequences for filing an application found to be frivolous ― including permanent ineligibility for future protections.",no-bias
"However, The Times reports that the imposition of penalties for not complying with federal record-keeping requirements are rare because the National Archives has so few enforcement mechanisms.",no-bias
"""I trust in God, but God wants to see us help ourselves by putting people back to work,"" the president said during a speech at Key Bridge in Washington, D.C., where he was highlighting the need for federal funding of infrastructure repairs nationwide.",no-bias
"He is the figurehead of the Republican Party whose tenure, once again, seems shaky.",contains-bias
Sentencing has been set for June 28.,no-bias
"""Well, we'll have to take a look at that, won't we?""",no-bias
They repeated their demand in person during a feisty hearing Thursday morning.,no-bias
"They also criticized Colorado for not tracking marijuana once it is sold, and for not requiring marijuana buyers to undergo criminal background checks (under Colorado law, anyone 21 or older can legally purchase recreational marijuana).",no-bias
"It is the largest employment discrimination class action in history, and the court’s decision, expected by June, will probably be its most important business ruling this term.",no-bias
"The special counsel’s statement Friday homed in on the statements, documents and testimony that was obtained by Mueller, but it did not directly dispute that Trump had directed Cohen to lie to Congress, nor did it make mention of the Trump Tower deal in Moscow.",no-bias
"“This is not just about Donald Trump. This is about all of us. In the face of this constitutional crisis, we must rise,” she tweeted.",no-bias
It was circulated by the National Republican Congressional Committee.,no-bias
"The article said the aide, Huma Abedin, forwarded some government passwords to her private Yahoo email account in 2009, when Mrs. Clinton was secretary of state.",no-bias
"The magazine posted other photos of her on its website, and many of them are flattering.",contains-bias
"“We have an opportunity to slow down,” Pelosi said.",no-bias
"""The 'Queen of Rage' is something you apply to wrestlers or somebody who is crazy.",contains-bias
"Sen. Michael Bennet, D-Colo., was caught on a hot mic in the Senate ripping the lame-duck agenda, which was set exclusively by his party, as ""rigged"" and done without a discussion among members.",contains-bias
"“I served during the Vietnam era,” he said.",no-bias
"“The Easter Egg Roll with my kids,” he said.",no-bias
"Cruz vehemently denied the rumors, which rippled through the Washington media establishment on Friday.",no-bias
Report Sees Guns as Path to Safety in Schools,no-bias
"At least one state, Indiana, is considering the idea of armed officers at schools.",no-bias
Other senior administration officials made it clear that part of Mr. Trump’s strategy was to try to drive a wedge within the party between those who want to hold out for a much more generous solution and those who may feel enough political pressure to end the shutdown that they will feel obliged to support it.,no-bias
"“Censorship is a very dangerous thing & impossible to police,” he added, before embarking on a now familiar rant about “fake news” CNN and MSNBC — which he admitted to sometimes watching, but “just with a grain of salt.”",contains-bias
The White House and Republican leaders in Congress now face long odds in trying to revive the trade legislation after congressional Democrats helped defeat a job retraining program to jeopardize Obama's attempt to secure the fast-track authority.,no-bias
"That process could take several months, officials said, because different parts of the State Department must weigh in on whether information should be redacted.",no-bias
"Mrs. Clinton has been criticized by Republicans and some Democrats for saying little about the Trans-Pacific Partnership deal in recent weeks, especially since she had made favorable comments about it as secretary of state.",contains-bias
"“If not us, then who? If not now, then when?”",no-bias
"Ahead of her remarks in Iowa on Sunday, her campaign said she would not be taking a position on trade until details of a deal were finalized.",no-bias
"She sued him in 2014, claiming that he had illegally fired her after she complained about mistreatment.",no-bias
"Chief Justice John Roberts administered the 38-word oath at 12:00 p.m., capping Trump’s unlikely journey from New York City real estate developer and reality TV star to the nation’s highest office.",no-bias
"The government would contribute a fixed amount of money on behalf of each beneficiary, and future beneficiaries could use the money to buy private insurance or to help pay for coverage under the traditional Medicare program.",no-bias
"He received a standing ovation when he was introduced as a team member, with Democrats waving their caps at his image on the screen beyond the outfield fence.",no-bias
Mr. Bloomberg is not overly ostentatious for a man of great wealth; Mr. Trump loves to show off his possessions.,contains-bias
"“They blinked because they’ll always put the party and the success of the party first,” said Representative Luis V. Gutiérrez of Illinois, one of the leading Democratic advocates for immigrants, complaining that Hispanics got short shrift.",contains-bias
He signed the spending deal Friday afternoon.,no-bias
The most recent back-and-forth between the Romney and Obama campaigns concerns which candidate would do more harm to people's benefits.,no-bias
"As evidence, the governor said even his own son had signed a petition urging him to veto the bill.",no-bias
"Pelosi’s supporters said her experience is what the party needs now more than ever, going up against President-elect Donald Trump and a GOP-controlled Congress: She’s battle-tested, she’s a prolific fundraiser and she knows better than anyone how to count votes and keep her party together.",contains-bias
"He remains in critical condition, but has improved in the last 24 hours.",no-bias
A majority of Democrats in the room said they agreed that he’s a terrible choice.,contains-bias
"""I was in the ICU at 2 a.m. with families faced with the decision to disconnect a respirator on their loved one; I counseled fifteen-year-old pregnant girls who were afraid to tell their parents about their condition; I spent hours hearing the grief of women who had been physically and emotionally clobbered by an abusive husband.""",no-bias
"But since taking office, Trump has never asked Mexico for payment.",no-bias
"Little Rock's mayor, the city's Chamber of Commerce and Arkansas-based data services company Acxiom all urged the governor to reject the measure in recent days.",contains-bias
The administration he pledged would be a paragon of ethics has instead conspired to mire an entire town in traffic and the governor’s office in scandal.,contains-bias
"Lerner announced her plans to plead the Fifth during her testimony in a letter from her lawyer, William Taylor III, to the committee.",no-bias
"And, Mr. Rubio will offer his greater vision of the country’s broader role in the world.",contains-bias
"In the last few weeks, the fight turned particularly nasty -- with Trump canceling a Democratic congressional trip to Afghanistan after House Speaker Nancy Pelosi called on Trump to delay his State of the Union address or submit it in writing. ",contains-bias
A national emergency declaration grants a president the ability to circumvent certain government rules so that an administration can respond to a crisis.,no-bias
"“I had no idea how to run a congressional office,” the four-term congressman said in December.",contains-bias
"Behind the scenes, White House Counsel Bob Bauer's office began investigating the matter when stories first surfaced.",no-bias
"Despite last-ditch warnings from the Obama administration that the legislation could hurt national security and was “badly misguided,” lawmakers dismissed the concerns.",contains-bias
Aides to Mr. Romney declined to say on Tuesday whether he would call on the convention delegates to reconsider their position on abortion.,no-bias
"But both parties are to blame, he said.",no-bias
"He will return to Washington to a rental house while his daughter Sasha finishes high school, the first president to stay in the capital since Woodrow Wilson.",no-bias
"The tumultuous relationship between Mr. Stone and Mr. Trump goes back decades, with Mr. Stone serving as an informal adviser as Mr. Trump considered running for president several times.",no-bias
(Mr. Lipinski opposed the measure in 2010 but has said in recent months that he would support it if it comes to the House floor.),no-bias
The final tally was 97-1.,no-bias
"""I've repeatedly said that I believe the president's Christian -- he says he's Christian.",no-bias
"The event pits Republicans against Democrats and raises funds for area nonprofits, including the Washington Literacy Center, the Boys and Girls Club of Greater Washington and the Washington Nationals Dream Foundation.",no-bias
"The national emergency declaration will allow the Trump administration to use about $3.6 billion from Defense Department construction projects to build the wall, along with another $2.5 billion the department had allocated for counter-drug activities, acting White House chief of staff Mick Mulvaney told reporters.",no-bias
"Mr. Ryan made a point of praising Mr. Romney, even trying to soften his image by recounting a time when Mr. Romney gave money and attention to a couple whose children were badly injured in a car accident.",no-bias
"What difference, at this point, does it make?” Mrs. Clinton said, her voice rising.",contains-bias
Weiner was a Twitter follower of the female college student who received the photo.,no-bias
WASHINGTON -- The House Select Committee on Benghazi sent a formal interview request to Hillary Clinton’s lawyer on Tuesday regarding emails she exchanged during her time as secretary of state.,no-bias
"One of them told investigators that Mr. Stone not only seemed to predict WikiLeaks’ actions, but also that he took credit afterward for the timing of its disclosures that damaged Mrs. Clinton’s candidacy.",no-bias
"Mr. Trump, an avid user of Twitter, made positive comments about Mr. Bloomberg when he was in office.",no-bias
"Last weekend, Mr. Huckabee used his television and radio programs, as well as Facebook, to help organize an appreciation day for Chick-fil-A on Wednesday.",no-bias
"Prosecutors sealed details of the case because they feared that public disclosure would increase the risk of Mr. Stone fleeing or destroying or tampering with evidence, according to court documents.",contains-bias
"Brat said lawmakers “may need to recalibrate public events,” while also suggesting “tighter security” at town halls -- which most congressional lawmakers have scheduled through the summer recess.",no-bias
"By the time Mr. Trump discussed the matter directly in a news conference in the Rose Garden on Friday afternoon, weeks of speculation about his potential peril had burst into the open.",no-bias
"The indictment alleges he spoke “to senior Trump Campaign officials” about WikiLeaks and “information it might have had that would be damaging” to the campaign of Trump’s Democratic rival, Hillary Clinton, in the summer before the election.",no-bias
"Mr. McConnell privately told the president that he would support the move despite his own reservations, but warned Mr. Trump that he had about two weeks to win over critical Republicans to avoid having Congress vote to reject the declaration.",no-bias
"Colorado voters approved Amendment 64, legalizing recreational marijuana in the state, in 2012.",no-bias
"Weeks before the election, asked if the campaign was “in cahoots” with WikiLeaks, Pence denied it.",no-bias
"The Clintons have previously released their tax returns for the period from 1977, when they entered public life, through 2006.",no-bias
"At one point he appeared to mouth, ""I'm sorry.""",no-bias
"However, Brat offset the cash disadvantage with endorsements from conservative activists like radio host Laura Ingraham and with help from local Tea Party activists angry at Cantor.",no-bias
Mr. Vance left over President Jimmy Carter’s decision to attempt a rescue effort for American hostages in Iran that Mr. Vance considered ill-advised and that ended in tragedy.,contains-bias
Zinke is a former Montana congressman and Navy SEAL.,no-bias
"But as the ranking Republican on the Judiciary Committee, Mr. Grassley could assume the chairmanship if his party takes control of the Senate this year.",no-bias
The Post reporters talked to more than 30 sources in the course of their investigation.,contains-bias
This is not about immigration.,no-bias
"Mr. Braley apologized to Senator Charles E. Grassley, Republican of Iowa, and “anyone I may have offended” after video emerged of him warning that “a farmer from Iowa who never went to law school, never practiced law” could become chairman of the Judiciary Committee.",no-bias
"The crowd was enthralled, even as Beck took them down winding tales of Calvin Coolidge, the Statute of Liberty and the supposed great middle class explosion of the 1920s.",contains-bias
"Obama urges new restrictions on assault weapons, magazines as part of gun control plan",no-bias
"Still, gun legislation is likely to begin in the Senate because the House is controlled by Republicans, many of whom oppose new restrictions on guns.",no-bias
"""Investing tax dollars promoting a lifestyle many Americas of faith find so deeply objectionable is wrong.",contains-bias
"Some Republicans also rejected Mr. Trump’s suggestion, an indication of the political risks for the party that attend the president’s bid to stoke anti-immigrant sentiment in advance of next Tuesday’s voting.",no-bias
"On Wednesday, Mr. Sanders sent out a fund-raising email asking for contributions of $2.70, and at 7 p.m. he will hold a rally outside of R.F.K. Stadium in Washington, where he will discuss his plans for getting big money out of politics and making public universities tuition free.",no-bias
"Donald J. Trump on Tuesday assailed Justice Ruth Bader Ginsburg of the Supreme Court for speaking out on the presidential race, calling her disdainful remarks about his candidacy “highly inappropriate” and suggesting that she owed other justices an apology.",contains-bias
"U.S. officials said this week that the Trump administration is making plans to pull all 2,000 troops out of Syria, and Trump later tweeted that “we have defeated ISIS in Syria, my only reason for being there during the Trump Presidency.”",no-bias
"Cowan will become the second black senator from Massachusetts, after Edward Brooke, who served from 1967 to 1979.",no-bias
"Even so, Democrats roundly criticized the president’s plan.",contains-bias
"But the public relations offensive is being met with public expressions of outrage from Mr. Obama’s base, including the most liberal members of Congress and spokesmen for interest groups on the left.",no-bias
"Asked later in the day whether it was fair to invoke God in the debate over the Congressional schedule, White House Press Secretary Jay Carney said, ""Yeah, I think it's a fair jab if I do say so myself.""",no-bias
"In the poll, former House Speaker Newt Gingrich garnered 11 percent, while former Alaska Gov. Sarah Palin earned 10 percent support.",no-bias
"Certainly, as the Washington Examiner's Phillip Klein notes, it will contribute to the general reluctance to talk substantively about Medicare reform out of a concern that it merely invites future attacks.",no-bias
"“And if I did” spend campaign funds improperly, he said, “it was an accident and I paid it back.”",no-bias
"""The First Amendment protects freedom of religion,"" reads a statement from Senate Majority Leader Harry Reid's office (D-Nev.).",no-bias
"“History will clarify what has happened,” said Representative Jim Himes, Democrat of Connecticut.",no-bias
"A spokesperson for Google says the company ""cares deeply"" about the security of users' data.",no-bias
"The First Daughters join President Obama at the ceremony every year, where they can hardly contain their disdain for the lame dad jokes that predictably follow.",contains-bias
"Authorities were initially vague about the content of the packages, calling them simply “suspected explosive devices.”",no-bias
Here's an excerpt from the Times report:,no-bias
"“As a counterintelligence concern of the greatest magnitude, and given that these alleged efforts were intended to interfere with our investigation, our Committee is determined to get to the bottom of this and follow the evidence wherever it may lead,” he added.",no-bias
"""This was a circumstance where someone committed a prank on the internet,"" he told MSNBC's Luke Russert.",no-bias
"But, Mr. Swalwell added, Democrats need to avoid making “a martyr” out of Mr. Trump by affording him “a fairer investigation than he deserves.”",no-bias
And I would hope that she would get off the court as soon as possible.”,contains-bias
"He also said he ""certainly"" does not know the college student the image was sent to -- though, when asked repeatedly, Weiner declined to say whether he was shown in the image.",contains-bias
And the men have a filial connection: acquaintances said that Mr. Bloomberg’s daughter Georgina is friends with Mr. Trump’s daughter Ivanka.,no-bias
"A former senior NSA official confirmed to Fox News that the program was started in 2007 by the FBI and NSA and allows them to tap into top U.S. Internet companies to pull audio, video and other data.",no-bias
"A reference to another terrorist group, Ansar al-Sharia, was left in, but later removed at the request of the State Department; the CIA agreed with that decision, again so as not to hinder the FBI investigation.",no-bias
"No plan forward on Iran.""",no-bias
It does not appear that Mr. Blumenthal ever sought to correct those mistakes.,contains-bias
"Ryan Morris, founder of Tripwire Operation Group, a company that provides explosives training to law enforcement and military officials, called the devices “Mickey Mouse” bombs that were meant to be found. ",contains-bias
"The Post story centered on allegations made by Leigh Corfman, now 53.",no-bias
"The Dallas Morning Newsrecently reported that his presidential campaign plans to bring ""more than 600 influential Texans"" to Iowa in December.",no-bias
"The group continued its offensive this week, launching an advertising campaign attacking Obama as an ""elitist hypocrite"" for opposing the NRA's widely-criticized proposal, made after the Newtown, Conn. shooting, to place armed guards in all of the nation's schools.",contains-bias
"A source within the National Republican Senatorial Committee told Fox News that Sen. John Cornyn, head of the Senate GOP campaign arm, already has told Akin that if he stays in the race, the $5 million set aside for the Missouri race will be withdrawn.",no-bias
Her sister replied by pulling no punches.,contains-bias
"""We’ve come a long way from my days going door to door for the Children’s Defense Fund and earning $16,450 as a young law professor in Arkansas—and we owe it to the opportunities America provides,"" Clinton said in a statement accompanying the returns.",no-bias
"The recommendations — which also included expanding the police presence in schools — drew immediate criticism from gun control advocates and many Democrats, who have been fighting to tighten gun restrictions after the massacre at Sandy Hook Elementary School in Newtown, Conn., in December.",no-bias
"Write a budget, Address health care, veterans, disaster relief, pensions & the opioid epidemic.",no-bias
"“I sincerely apologize,” she said in a video.",no-bias
"Asked why he opposed civil unions, in particular, he explained that in many cases they represent marriage by a different name for gay couples.",no-bias
Interior Secretary Ryan Zinke said in a statement on Twitter that he and Trump “believe that conservation & healthy herds are critical.”,no-bias
"The 100 pages of e-mails showed a disagreement between David H. Petraeus, then the director of the C.I.A., and his deputy, Michael J. Morell, over how much to disclose in the talking points, which were used by Susan E. Rice, the ambassador to the United Nations, in television appearances days after the attack.",no-bias
"The mere certification of a class-action suit can prompt defendants to settle in light of the sums at stake, and the justices struggled to find a way to distinguish between gaps in pay that might have benign explanations and those caused by unlawful discrimination.",no-bias
And Sanders thanked Obama for his “impartiality” throughout the process.,no-bias
"According to a study by the Migration Policy Institute, a nonpartisan group, if citizenship were denied to every child with at least one unauthorized parent, the unauthorized population in the United States would reach 24 million by 2050 — more than double what it is now.",no-bias
"The House resolution on the national motto passed Tuesday was introduced by Rep. Randy Forbes, R-Va., and considered under an expedited floor procedure.",no-bias
"“This bill is a massive federal government takeover that would undermine the integrity of our elections,” Mr. McCarthy said in a speech on Friday, in an attack on “this new, Democrat, socialist majority.”",contains-bias
"Majority Whip Kevin McCarthy, who is the third-ranking Republican in the House, made his comments in an interview with KBFX-TV in Bakersfield, Calif. just as his fellow GOP lawmakers are expected to unveil any day a set of “immigration principles” that reportedly call for a path to legal status for undocumented immigrants.",no-bias
"In a post to Twitter, Wayne Pacelle, the CEO of The Humane Society of the United States, said he was “grateful” that Trump would reconsider.",no-bias
"“I will tell you this, Russia: If you’re listening, I hope you’re able to find the 30,000 emails that are missing,” Trump said at a Florida news conference on July 27, 2016.",no-bias
"“For now, we can say for certain that we need to redouble our efforts to defend our country from threats at home and abroad.",no-bias
"Law enforcement agencies have long said anecdotally that they are feeling the impacts of Colorado's legal weed, making more marijuana arrests and seizing more of the drug.",no-bias
Senate Republicans refused to hold public hearings for Garland and declined to meet with him in private.,no-bias
"“I’m not going to pay for your mistakes and I don’t expect you to pay for my mistakes,” he said, to wild applause.",no-bias
"""John Boehner and his cronies are holding up the U.S. Constitution as a sacred, perfect document.",contains-bias
"A month ago, when Mr. Bush released his own tax returns, he said: “One fun fact I learned in this process: I have paid a higher tax rate than the Clintons even though I earned less income.”",no-bias
"“It’s always been bipartisan. We need to keep it that way.""",no-bias
The site said the photo was tweeted to a female college student in Seattle.,no-bias
"In his latest embrace of the birther strategy, Mr. Trump has invited Tea Party leaders and a legislator from Arizona to his office in Manhattan on Friday morning to discuss a bill moving through the Arizona legislature that would require candidates for president to prove that they are natural born citizens.",no-bias
Akin made the remarks in an interview with Fox affiliate KTVI.,no-bias
"The former Pennsylvania senator has a 3-year-old daughter, Bella, with a serious chromosomal disorder, and he said that doctors who detect such a condition before birth typically recommend abortion.",no-bias
"On Wednesday, Judge Gorsuch told the committee that the email had not been “my finest moment” and that he had been “blowing off steam with a friend, privately.”",no-bias
Beck rejected the notion that the Republican Party should expand its tent to include progressives.,no-bias
"It just happens to be a still image.""",no-bias
"“Despite the fact that e-mails relating to the Benghazi talking points were made available to members of Congress several months ago, in recent days these e-mails have been selectively and inaccurately read out to the media.",no-bias
"""I have been watching Governor Perry and Texas closely and know his border surge operations with state, local and federal law enforcement officials have helped shut down the illegal trafficking of weapons, drugs and people.",no-bias
"Republican presidential candidate Mitt Romney on Wednesday reiterated that he opposes same-sex marriage, a few hours after President Barack Obama said for the first time he supports it.",no-bias
"Diverting Pentagon funding, however, is expected to set off a legal battle and has already prompted fierce opposition from Democrats in Congress.",no-bias
Bloomberg was a vocal critic of the Republican candidate ― his former friend ― long before backing Clinton’s White House run.,no-bias
"Cowan's selection is a step forward for a state that has a troubled history with race relations, exploding in the South Boston busing riots in the 1970s.",no-bias
"Mr. Cowan said at the news conference that he was proud to take the post, noting that his mother, who was home in North Carolina recovering from knee surgery, was a child of the segregated South and had not attended college.",no-bias
"Although she may ultimately side with the plaintiffs, even Justice Ruth Bader Ginsburg, an ardent defender of women's rights, expressed some concerns about the particulars of the sex discrimination lawsuit that covers 1.5 million women and could cost the world's largest retailer billions of dollars.",contains-bias
"Earlier this year, the tabloid endorsed Trump for president with an issue that included an article giving ten reasons why the reality TV star is the “only choice for the White House.”",no-bias
"Abedin also sent passwords for her government laptop to her Yahoo account on Aug. 24, 2009.",no-bias
"“He didn’t even carry his district for Hillary Clinton, so I don’t know why he’s saying that,” she said.",no-bias
"Ginsburg, who made her name as a lawyer by bringing discrimination claims, said it was possible that Wal-Mart could refute the claims at a trial.",no-bias
"She was at CPAC to see Beck and called him a ""relatable ... everyday guy.""",contains-bias
"Ryan shot back: ""They got caught with their hand in the cookie jar turning Medicare into a piggy bank for ObamaCare.""",no-bias
"""Until then, he will continue to serve his constituents with the same dedication and tenacity that has characterized his lifetime of public service as a Member of Congress, Marine Corps combat veteran, and decorated FBI Special Agent.”",contains-bias
He received no special treatment from anyone.,no-bias
News outlets revealed this week that vast spying programs began under President George W. Bush and have continued under Obama.,no-bias
"Two Defense Department officials said Thursday that about 7,000 troops will be withdrawn in the coming months — cutting in half the number of American forces there — in an early step to ending the United States’ involvement in the 17-year war.",no-bias
"In remarks at the White House before a youth leadership summit, Trump congratulated local and national law enforcement agencies for apprehending the suspect.",no-bias
"“AARP is the 800-pound gorilla, but they do not speak for seniors.”",contains-bias
At least respect the part you play.,contains-bias
"""We do rank tweets and search results. ",no-bias
The message was hardly subtle. But it certainly was debatable.,contains-bias
Many voters also perceived Mr. Cantor as ignoring district concerns as he sought to raise his national profile.,no-bias
"""I asked that changes be made in the legislation,"" Hutchinson said, urging state lawmakers to ""recall"" the bill -- or pass additional legislation -- to ""remedy"" the issue.",no-bias
He was one of several members of the House Foreign Affairs Committee who signed a letter calling on Trump to cancel.,no-bias
The Democrats would need 25 seats in the House to regain the majority -- a very steep climb in a year when neither party is particularly popular.,no-bias
"Another top Republican, Sen. Lindsey Graham of South Carolina, also lambasted Schiff on Thursday - comparing the California lawmaker to director Oliver Stone.",no-bias
"“I believe the issue of marriage must be decided by the states, and by the people in the states, not by judges and not even by legislators, but by the people themselves.”",no-bias
“And you know what it ended up being? A very good relationship.”,no-bias
"The call for universal background checks would extend to gun shows and private sales, with ""limited"" exemptions for ""certain transfers"" among family members and other situations.",no-bias
"Brian Vicente, a Colorado attorney and legalization advocate who wrote Amendment 64, said the challenge is ""political grandstanding"" without merit.",contains-bias
"The young man is not identified in the video, which was made last week. ",no-bias
"Federal employees will get back pay “very quickly or as soon as possible,” he said.",no-bias
"After winning re-election in November, he resigned, citing his health and the federal investigation into his use of campaign money.",no-bias
"The shutdown left more than 800,000 federal employees and contractors furloughed or working without pay.",no-bias
And I don’t want that to be the headline.”,no-bias
"The budget authored by Mr. Ryan, a rising star among conservatives, has given Catholic leaders an opportunity to distance the church from the Republican Party.",contains-bias
"The “cabin rabbit transport fees” were first reported in January 2017 by a California newspaper, The Press-Enterprise.",no-bias
"Malia, 16, was dressed in a plaid miniskirt, sweater, dark tights and black hiking-style boots.",no-bias
WASHINGTON — Leading Democrats called Friday for President Trump to cancel his upcoming meeting with President Vladimir V. Putin of Russia after the Justice Department indicted 12 Russian intelligence officers accused of hacking Democrats’ emails and computer networks during the 2016 presidential race.,no-bias
"“I am the attorney general of the United States, but I am also a black man,"" Holder said.",no-bias
"House Speaker Nancy Pelosi, D-Calif., said earlier this week that the mounting calls to remove Schiff were ""absolutely ridiculous.""",no-bias
"“Therefore, I will go to Washington to address the American Congress, because the American Congress is likely to be the final brake before the agreement between the major powers and Iran,” he said as he toured a military base in southern Israel.",no-bias
"Apple chief Tim Cook called the law ""dangerous"" in a Washington Post op-ed, while Salesforce's Marc Benioff canceled the company's planned events in the state.",contains-bias
"""Democrats aren't going to be intimidated by the White House or Congressional Republicans,"" spokeswoman Ashley Etienne said.",no-bias
"The speech capped three days of panel discussions and high-profile speakers, including numerous politicians mentioned as contenders for the 2012 Republican presidential nomination.",no-bias
“Let us do better by this generation of men and women.”,no-bias
"In a Wednesday press conference announcing his opposition to the initial version of the bill, Hutchinson said his son had asked him to veto the legislation.",no-bias
"“There was a good chance that I wouldn’t have won, in which case I would have gotten back into the business, and why should I lose lots of opportunities?” he told reporters.",no-bias
"To date, administration officials had maintained a more low-key stance, voicing concerns about the visit while saying Obama would not meet with his Israeli counterpart strictly out of a desire not to influence Israel's tight elections.",no-bias
"In May, Trump told NBC’s Lester Holt that he fired then-FBI Director James Comey with “this Russia thing” in mind.",no-bias
"Vice President Joseph R. Biden Jr., who as president of the Senate would be expected to attend, has said he will be traveling abroad.",no-bias
A spokeswoman for Mr. Farenthold did not respond to questions about whether he had fulfilled that promise or whether he would do so after resigning.,no-bias
"On Wednesday, the governor said he would ask lawmakers to either recall or rewrite portions of the bill.",no-bias
"That campaign started Wednesday and runs through Nov. 5 in cable and broadcast TV markets in Florida, Nevada, Ohio and Pennsylvania.",no-bias
